"X1","X2","truth"
4.66175790273288,2.3810024533153,2
6.92665317786448,3.0951948714556,1
0.975678860097555,-0.312604389410927,3
3.71674715921069,2.13445647013354,2
5.56648025304417,2.02141319865534,1
3.45659452222774,1.2633385550205,3
9.26887300923479,3.67538390556872,4
2.657719436473,0.659287526763966,3
5.89981857915439,2.49645654538877,1
1.29035991713607,-0.173617557436294,3
7.78632004159575,2.5744019208914,4
5.7872828294459,3.18815390266128,2
3.17783255404419,0.979911062767965,3
4.79135423896959,2.08910801665194,1
1.33061360364687,-0.162930127595611,3
6.03464275974019,1.85152332153416,4
2.2197248449237,0.638098604738026,3
2.89250716109007,0.598190806867506,3
7.35493887491316,3.2096542876274,1
1.81466326410462,1.12828774865726,2
9.88767438085705,3.54396824223294,4
9.80004825978887,4.66494811469633,1
0.640951487375599,-0.710136272865818,3
-0.0355953108278002,-0.976825058052968,3
6.86030595182069,2.78497823254799,1
0.965577163627731,-0.299366482092723,3
4.55131863305933,2.60999612053747,2
0.654016892980171,-0.34174472581522,3
4.46293417257917,2.60309584176703,2
6.41408887443723,2.67961005214773,1
2.51296400319319,0.502704154698958,3
3.40290021664446,0.749037599235352,3
7.59403290210896,2.49787882925716,4
8.55699240588472,3.70768151232842,1
4.15046270121175,2.44506299820047,2
2.79281911642934,1.55009663714999,2
5.10337556910474,2.82712154162616,2
8.20251197679024,2.70343262732497,4
3.45693964522547,1.92295854596096,2
7.26919113033098,3.01694227877722,1
8.41926063972372,3.7096028985544,1
2.04745398567985,0.426901406122089,3
10.631510919759,4.07627851673156,4
7.43003891016192,3.25409181017976,1
10.1685176796642,3.96047172418653,4
4.78985238472827,2.54075749473838,2
1.30754594286369,-0.0737910450745423,3
2.0469470152077,0.268468337073539,3
0.445030144113022,-0.511330054422585,3
8.2471249781742,3.49764832938745,1
1.67086319802599,-0.0446532384255121,3
7.56058419672087,2.51060117432461,4
4.5314433291677,2.73275839855635,2
6.54119997266923,1.79915764922995,4
2.64849991377398,0.618660245478416,3
9.70611145845499,3.42869456635458,4
8.26508941868953,2.68273570191793,4
4.00353462773605,1.85797566907657,2
3.53561878206727,1.1969612853808,3
2.91934808028296,1.4941217580757,2
8.1390695221758,2.96465328165231,4
8.52686580019217,3.9093605908969,1
9.53075118612526,3.42608796429307,4
4.7162375005011,2.51660677298915,2
2.92390855831643,1.48459407769108,2
3.62820191502319,2.25422013073612,2
7.98066084868823,3.60938111246735,1
7.966991007287,2.65712079400694,4
10.179642682049,3.98342816367899,4
7.0791122793589,2.2107004359019,4
0.341513867607733,-0.455483123609813,3
7.73605453815645,3.46777648432519,1
3.76194274191124,1.17345346556419,3
8.70293088026093,2.94776124753243,4
6.95151482863709,3.0020067013712,1
7.71912214019263,2.38024145879195,4
2.29555521961116,0.411097029119158,3
5.1116924864859,2.13647089949633,1
0.156633335477937,-0.701445667032902,3
0.671284263716506,-0.0219649298493001,3
8.55037244437022,2.96440279289399,4
0.60733794763476,-0.336235320926698,3
5.59840020382012,3.0556635034277,2
7.82190525404696,3.56395589331204,1
0.354069882015586,-0.60992587159637,3
3.87844503985874,2.10025657873353,2
0.945994744309069,-0.168354146460541,3
4.17282855709568,2.18502266124518,2
7.39264446510625,3.34744267357598,1
3.48581261927991,2.10516939699037,2
7.14831121738201,3.36907388066868,1
8.81193746883268,2.99041124262103,4
1.03435449096309,-0.198437429546557,3
4.27465639497628,2.36018733969173,2
0.914720752146555,-0.266227539575244,3
2.31030605287682,0.646930403731416,3
1.06150513933809,-0.115275152173502,3
5.93456886570578,2.49699354287791,1
-0.913061570601969,-0.937392159885695,3
9.30286309115874,3.16922679152837,4
2.47986561870298,0.654112819507332,3
0.266227594134582,-0.804508298201637,3
10.0670946316693,3.69482497626775,4
2.39153338270556,1.54894620469407,2
4.29661846607902,2.40291052743322,2
1.43126654340832,-0.0756237826405517,3
7.62166599139998,2.61614631273348,4
9.88462562541342,3.48621165585247,4
10.7465414236123,3.83803441696943,4
10.7651206376191,3.89845437534903,4
3.03338332466748,1.74435325226453,2
1.32995952161055,0.755778121485904,2
5.85860180437112,3.27800812559769,2
6.91866791845698,2.90624533064136,1
2.46367618577583,0.566767992147062,3
6.90011591714488,2.98879576668327,1
10.3265539150904,3.95790504866256,4
9.07424780131544,4.15161155991235,1
7.62128413136728,2.250429735388,4
1.34213245492383,0.0795613439228149,3
7.20849804920385,3.34147178965148,1
9.62026544303105,3.28151500902968,4
1.11264775925942,-0.126883634600294,3
7.73558406084517,2.64023781178414,4
4.78934956137646,2.04042943783607,1
9.85984535269557,4.59836015110861,1
9.58441347395702,3.5687772982794,4
6.30055306736957,2.6882121925097,1
6.89029895201368,2.81750621804259,1
10.5861215594353,3.8694597235218,4
2.57494957559804,0.676982000353215,3
7.43274515739782,2.3651215112806,4
8.31420363813525,2.70239059062892,4
9.09381572872654,3.32363086915918,4
4.9933810725605,3.09980375188348,2
4.26230294712097,2.46989121172393,2
6.52484332325073,2.97520150569413,1
7.53790484815017,3.33269558698349,1
1.1401323415576,-0.20135194441499,3
2.92879463069723,1.64341019432757,2
3.39898522569934,1.93049728054649,2
10.3511892286247,3.72454022101931,4
6.24457640455773,2.88178379532452,1
2.1456618995616,0.425143213047458,3
8.64139834896269,3.03449939450956,4
7.13799567361877,3.01933987159798,1
8.46708281549177,2.84506452398291,4
6.69400479108204,2.79271007606692,1
8.11041186491076,3.70947889271992,1
2.47988878125787,1.43223855043327,2
2.20301807222122,1.39379195410367,2
9.88801508446334,3.57010996290579,4
3.63446259956202,2.084101963918,2
5.82425326588954,2.39907520164925,1
7.53463247746081,2.18084353592767,4
4.97580824762521,2.81951436533801,2
9.36026012630769,3.38994154924429,4
2.00417886598769,0.285126463270726,3
8.0641132489124,3.55140639889757,1
9.30147519493042,3.31704862245842,4
1.06079130755525,-0.0373986823995618,3
4.07446095782196,1.45444662091525,3
0.372943550949423,-0.790711420051043,3
3.08540628761998,1.76968907707405,2
8.05563953548726,2.64353587914835,4
7.96612435768321,3.54166943120766,1
8.69199743570037,3.06801292109592,4
7.40517946299114,3.26282553735159,1
1.42440169912671,0.00401456262823663,3
9.53476589781128,4.39318929639509,1
8.34893031674301,3.74371056776671,1
8.27430921598154,2.97724899214921,4
3.52254299353681,2.35896152228041,2
3.80217839546948,1.22145037540099,3
4.47821907362995,2.54683094493721,2
5.83685803031339,2.4830424313538,1
1.61986343000063,0.0303415569089731,3
2.88640319099491,1.62888843615068,2
6.27222961497754,2.66952333923946,1
6.49183684847159,2.88354490303343,1
9.39982436452169,3.35631748493081,4
4.11314135145953,2.09461280641673,2
6.99318050181855,3.09570157353984,1
8.12886442747937,2.73320472761654,4
6.58658345758037,2.79356494637393,1
3.33777474383099,1.96957083447155,2
1.9583221037762,0.0446893276167786,3
-0.804800801571605,-1.07886142612704,3
4.41569522771266,2.55540314940852,2
1.95043374076393,0.255967140904372,3
7.76714872432047,3.3139639063405,1
9.28248287481518,3.1496491054649,4
7.21367459657233,2.50314725866259,4
7.91691375950082,3.68348249377194,1
6.25370887648108,2.50161406330665,1
2.85517793014235,1.74924514111686,2
9.10188114152514,3.01122265746949,4
6.54942457685293,2.83514547234446,1
3.08613580019296,0.904576528150273,3
1.98385657500453,0.325133026422099,3
1.06712310040621,-0.13082323405494,3
6.89104680440389,2.21217428261668,4
6.49195462366597,2.86905411522283,1
6.67149248454378,3.02081391943945,1
6.42373725652518,2.72514842777989,1
8.4346684732467,3.64382803327043,1
6.27534622888947,2.54908688548572,1
2.78528325971658,1.47191504891454,2
9.93830435256106,4.67653667593739,1
6.13263348670729,2.73845321199707,1
9.44360610619648,3.33142868647992,4
0.754143428901856,-0.11163062334161,3
2.06806723701033,1.56850439072634,2
9.18635856697609,3.05159565841211,4
3.13839852482612,1.78589155199307,2
4.52518905177891,2.42209901401407,2
4.53209369642428,2.48457425430276,2
9.50499911348008,3.35078209475425,4
3.81347294835017,2.10948484608113,2
2.59687211431309,1.58211904871106,2
10.1661172019523,3.76348568431239,4
7.93228971817636,2.66337477721804,4
9.62932453531536,3.60469006939122,4
4.89107991783475,2.75783647450328,2
6.71975641585472,2.73282352983496,1
2.61030450370558,1.47168614581453,2
7.74945801617497,3.57180380740655,1
1.99621078702926,1.26853218567845,2
2.5623791943174,0.730014834896149,3
7.40617349288834,3.36325270336708,1
4.87406998162693,2.68434574028251,2
1.61018966800407,0.098373077589464,3
8.39755873322638,3.67077406320358,1
3.84592002100146,2.18176252997833,2
3.67628268388694,1.89996647569144,2
5.0501679935132,2.12160174305953,1
0.41879444282143,-0.16417332044118,3
7.79062912171727,2.6025151955983,4
8.67966316603339,3.27926319281632,4
7.27589174578097,3.36665196095449,1
8.80751892171764,3.06665234361803,4
4.74393794471997,2.52302727826807,2
4.24303188619588,2.50522136021628,2
7.03364295184056,3.32619610925594,1
8.5472661841954,3.11586381539381,4
8.83182623728979,2.94903421906185,4
5.01172098850619,2.83797693976447,2
3.83972680711882,2.21923678170632,2
7.53442278474257,3.32581933743353,1
9.98642256228335,3.70360289533948,4
7.72543842443448,3.14645754016284,1
3.13145441015886,1.85385725623215,2
9.84293005798178,4.50641596787082,1
2.4453856956411,1.50467635843573,2
6.20231449485824,1.75197987535602,4
2.36140452269361,0.302493561316997,3
2.79065200741877,0.775762564442443,3
4.70579106023052,2.59030799331377,2
0.248040093359771,-0.676652599955953,3
7.95102881354016,3.29690550623349,1
0.308046826791175,-0.535168534085216,3
2.67153717681646,0.53250186482903,3
9.34916407279644,3.33507201851686,4
0.944020282907445,-0.429543482300174,3
10.6162254135338,3.95435372574755,4
5.67603178131286,2.88721301956777,2
2.45428885980954,0.541215263207053,3
7.62131903996653,2.36935244853613,4
5.59194609650352,3.02014093683098,2
7.47748253727125,2.23114042587912,4
6.25460512328566,2.5778411263347,1
3.69818275348143,1.14008445630226,3
7.54502029515309,3.67444050569291,1
3.49997972755918,0.941820280619903,3
5.45016318696293,3.15197046735195,2
5.71073515625723,2.50976260298561,1
2.83662623099512,1.44757074204742,2
10.0496574801296,3.817352545365,4
3.23601456642334,2.07863657504206,2
2.56619716996948,1.30764882787073,2
2.14003559103694,1.35921307472354,2
3.19270110605971,1.62489025395178,2
9.45976721990671,3.47760676945229,4
3.80920129042822,2.11834679856433,2
1.47041768281378,-0.0465995742645295,3
4.42109919080372,2.43118834423427,2
0.433446124925794,-0.349212720147065,3
3.30653554846486,1.86323805729642,2
5.74052776360914,2.49080009054408,1
8.68235970500649,2.87796117927342,4
3.81937476515448,1.35228721875848,3
3.74679771439712,2.07913857742445,2
4.73330638078743,2.65849830913736,2
6.16002880607166,2.43729065552068,1
2.07377892930061,0.353783772852461,3
2.53308963283253,0.664538039574768,3
7.97220295845876,2.7266125658228,4
9.62378418690155,3.5044607702893,4
8.91422788007118,2.93574248529587,4
0.746451747333514,-0.405655877584524,3
7.09075628560396,2.91535211490206,1
2.10359794808914,1.14285046437851,2
8.15197698670237,3.83834657835558,1
2.27830369599249,0.475302332024896,3
4.76767908501614,2.42449842425341,2
1.45529854148703,0.166571378070008,3
8.82634820199465,3.21662265347135,4
2.41078123215526,0.639840242999661,3
6.3207294039408,2.94321622214884,1
6.5458224751608,2.9873444113829,1
1.83366578057145,0.201091342790356,3
6.39080942449519,1.77951868481885,4
8.39703519854447,3.7936783115708,1
9.29968615276832,3.36118171581305,4
7.8287268877162,2.53278474108363,4
-0.205648415167541,-0.975922500065007,3
8.49181798650449,2.94144833002534,4
1.19343212217652,-0.102206891368286,3
10.4813809871981,4.03219618620461,4
7.80192236696014,3.54978209863941,1
6.16886008180951,2.67937682143577,1
9.35134637077455,4.38625490471096,1
4.48242180241969,1.57297581988723,3
8.04524952982161,2.79061257800899,4
8.26717110292222,2.98382164215467,4
7.11266428189192,2.33531143014453,4
6.84043385997226,1.98502049503115,4
0.810504401827264,-0.221374819868172,3
9.09863976890179,3.03820409649866,4
6.61490721920796,2.86461943114899,1
3.93987152628179,2.33322009134423,2
4.26222485919661,2.10237414302825,2
6.79589125749276,2.76832039147857,1
6.81941480227093,2.81512608599044,1
2.43065712530864,1.35446195317586,2
3.98782482956913,1.60791173022034,3
2.67667117419091,1.73868225448457,2
